Timestamp,ActiveDevices,ActiveActors,Anomalies,Debug
00:30:15,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: work_duty:97.9, energy:29.9, hunger:91.6, hygiene:87.5, leisure:76.6, "
00:30:30,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.0, hunger:91.5, hygiene:87.5, leisure:76.5, work_duty:97.9, "
00:30:45,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: hunger:91.5, hygiene:87.4, leisure:76.5, work_duty:97.9, energy:30.0, "
00:31:00,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.0, hunger:91.5, hygiene:87.4, leisure:76.5, work_duty:97.8, "
00:31:15,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.0, hunger:91.4, hygiene:87.4, leisure:76.5, work_duty:97.8, "
00:31:30,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: hygiene:87.4, leisure:76.4, work_duty:97.8, energy:30.1, hunger:91.4, "
00:31:45,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: hunger:91.3, hygiene:87.4, leisure:76.4, work_duty:97.8, energy:30.1, "
00:32:00,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.1, hunger:91.3, hygiene:87.3, leisure:76.4, work_duty:97.8, "
00:32:15,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.2, hunger:91.3, hygiene:87.3, leisure:76.3, work_duty:97.8, "
00:32:30,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.2, hunger:91.2, hygiene:87.3, leisure:76.3, work_duty:97.7, "
00:32:45,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.2, hunger:91.2, hygiene:87.3, leisure:76.3, work_duty:97.7, "
00:33:00,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: work_duty:97.7, energy:30.2, hunger:91.2, hygiene:87.3, leisure:76.3, "
